image_path,source,dish,label,all_labels,n_labels,group,split
MedGR Dataset/DatasetForAIDev/canned peaches/image_45.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_4,test
MedGR Dataset/DatasetForAIDev/canned peaches/image_46.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_4,test
MedGR Dataset/DatasetForAIDev/canned peaches/image_47.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_4,test
MedGR Dataset/DatasetForAIDev/canned peaches/image_48.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_4,test
MedGR Dataset/DatasetForAIDev/canned peaches/image_49.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_4,test
MedGR Dataset/DatasetForAIDev/canned peaches/image_50.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_5,test
MedGR Dataset/DatasetForAIDev/canned peaches/image_51.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_5,test
MedGR Dataset/DatasetForAIDev/canned peaches/image_52.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_5,test
MedGR Dataset/DatasetForAIDev/canned peaches/image_53.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_5,test
MedGR Dataset/DatasetForAIDev/canned peaches/image_54.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_5,test
MedGR Dataset/DatasetForAIDev/canned peaches/image_55.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_5,test
MedGR Dataset/DatasetForAIDev/canned peaches/image_56.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_5,test
MedGR Dataset/DatasetForAIDev/canned peaches/image_57.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_5,test
MedGR Dataset/DatasetForAIDev/canned peaches/image_58.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_5,test
MedGR Dataset/DatasetForAIDev/canned peaches/image_59.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_5,test
MedGR Dataset/DatasetForAIDev/canned peaches/image_60.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_6,train
MedGR Dataset/DatasetForAIDev/canned peaches/image_61.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_6,train
MedGR Dataset/DatasetForAIDev/canned peaches/image_62.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_6,train
MedGR Dataset/DatasetForAIDev/canned peaches/image_63.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_6,train
MedGR Dataset/DatasetForAIDev/canned peaches/image_64.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_6,train
MedGR Dataset/DatasetForAIDev/canned peaches/image_65.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_6,train
MedGR Dataset/DatasetForAIDev/canned peaches/image_66.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_6,train
MedGR Dataset/DatasetForAIDev/canned peaches/image_67.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_6,train
MedGR Dataset/DatasetForAIDev/canned peaches/image_68.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_6,train
MedGR Dataset/DatasetForAIDev/canned peaches/image_69.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_6,train
MedGR Dataset/DatasetForAIDev/canned peaches/image_70.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_7,train
MedGR Dataset/DatasetForAIDev/canned peaches/image_71.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_7,train
MedGR Dataset/DatasetForAIDev/canned peaches/image_72.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_7,train
MedGR Dataset/DatasetForAIDev/canned peaches/image_73.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_7,train
MedGR Dataset/DatasetForAIDev/canned peaches/image_74.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_7,train
MedGR Dataset/DatasetForAIDev/canned peaches/image_75.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_7,train
MedGR Dataset/DatasetForAIDev/canned peaches/image_76.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_7,train
MedGR Dataset/DatasetForAIDev/canned peaches/image_77.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_7,train
MedGR Dataset/DatasetForAIDev/canned peaches/image_78.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_7,train
MedGR Dataset/DatasetForAIDev/canned peaches/image_79.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_7,train
MedGR Dataset/DatasetForAIDev/canned peaches/image_90.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_9,train
MedGR Dataset/DatasetForAIDev/canned peaches/image_91.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_9,train
MedGR Dataset/DatasetForAIDev/canned peaches/image_92.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_9,train
MedGR Dataset/DatasetForAIDev/canned peaches/image_93.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_9,train
MedGR Dataset/DatasetForAIDev/canned peaches/image_94.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_9,train
MedGR Dataset/DatasetForAIDev/canned peaches/image_95.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_9,train
MedGR Dataset/DatasetForAIDev/canned peaches/image_96.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_9,train
MedGR Dataset/DatasetForAIDev/canned peaches/image_97.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_9,train
MedGR Dataset/DatasetForAIDev/canned peaches/image_98.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_9,train
MedGR Dataset/DatasetForAIDev/canned peaches/image_99.npy,medgr,canned peaches,canned peaches,canned peaches,1,medgr/canned peaches/bucket_9,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_0.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_0,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_1.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_0,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_2.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_0,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_3.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_0,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_4.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_0,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_5.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_0,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_6.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_0,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_7.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_0,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_8.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_0,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_9.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_0,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_20.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_2,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_21.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_2,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_22.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_2,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_23.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_2,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_24.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_2,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_25.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_2,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_26.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_2,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_27.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_2,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_28.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_2,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_29.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_2,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_30.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_3,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_31.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_3,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_32.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_3,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_33.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_3,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_34.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_3,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_35.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_3,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_36.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_3,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_37.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_3,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_38.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_3,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_39.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_3,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_40.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_4,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_41.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_4,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_42.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_4,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_43.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_4,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_44.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_4,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_45.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_4,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_46.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_4,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_47.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_4,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_48.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_4,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_49.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_4,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_50.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_5,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_51.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_5,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_52.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_5,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_53.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_5,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_54.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_5,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_55.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_5,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_56.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_5,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_57.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_5,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_58.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_5,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_59.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_5,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_60.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_6,test
MedGR Dataset/DatasetForAIDev/chocolate cake/image_61.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_6,test
MedGR Dataset/DatasetForAIDev/chocolate cake/image_62.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_6,test
MedGR Dataset/DatasetForAIDev/chocolate cake/image_63.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_6,test
MedGR Dataset/DatasetForAIDev/chocolate cake/image_64.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_6,test
MedGR Dataset/DatasetForAIDev/chocolate cake/image_65.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_6,test
MedGR Dataset/DatasetForAIDev/chocolate cake/image_66.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_6,test
MedGR Dataset/DatasetForAIDev/chocolate cake/image_67.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_6,test
MedGR Dataset/DatasetForAIDev/chocolate cake/image_68.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_6,test
MedGR Dataset/DatasetForAIDev/chocolate cake/image_69.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_6,test
MedGR Dataset/DatasetForAIDev/chocolate cake/image_70.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_7,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_71.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_7,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_72.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_7,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_73.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_7,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_74.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_7,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_75.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_7,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_76.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_7,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_77.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_7,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_78.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_7,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_79.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_7,train
MedGR Dataset/DatasetForAIDev/chocolate cake/image_80.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_8,test
MedGR Dataset/DatasetForAIDev/chocolate cake/image_81.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_8,test
MedGR Dataset/DatasetForAIDev/chocolate cake/image_82.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_8,test
MedGR Dataset/DatasetForAIDev/chocolate cake/image_83.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_8,test
MedGR Dataset/DatasetForAIDev/chocolate cake/image_84.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_8,test
MedGR Dataset/DatasetForAIDev/chocolate cake/image_85.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_8,test
MedGR Dataset/DatasetForAIDev/chocolate cake/image_86.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_8,test
MedGR Dataset/DatasetForAIDev/chocolate cake/image_87.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_8,test
MedGR Dataset/DatasetForAIDev/chocolate cake/image_88.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_8,test
MedGR Dataset/DatasetForAIDev/chocolate cake/image_89.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_8,test
MedGR Dataset/DatasetForAIDev/chocolate cake/image_90.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_9,val
MedGR Dataset/DatasetForAIDev/chocolate cake/image_91.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_9,val
MedGR Dataset/DatasetForAIDev/chocolate cake/image_92.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_9,val
MedGR Dataset/DatasetForAIDev/chocolate cake/image_93.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_9,val
MedGR Dataset/DatasetForAIDev/chocolate cake/image_94.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_9,val
MedGR Dataset/DatasetForAIDev/chocolate cake/image_95.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_9,val
MedGR Dataset/DatasetForAIDev/chocolate cake/image_96.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_9,val
MedGR Dataset/DatasetForAIDev/chocolate cake/image_97.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_9,val
MedGR Dataset/DatasetForAIDev/chocolate cake/image_98.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_9,val
MedGR Dataset/DatasetForAIDev/chocolate cake/image_99.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_9,val
MedGR Dataset/DatasetForAIDev/chocolate cake/image_100.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_10,test
MedGR Dataset/DatasetForAIDev/chocolate cake/image_101.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_10,test
MedGR Dataset/DatasetForAIDev/chocolate cake/image_102.npy,medgr,chocolate cake,chocolate cake,chocolate cake,1,medgr/chocolate cake/bucket_10,test
MedGR Dataset/DatasetForAIDev/codfish plaki/image_0.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_0,test
MedGR Dataset/DatasetForAIDev/codfish plaki/image_1.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_0,test
MedGR Dataset/DatasetForAIDev/codfish plaki/image_2.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_0,test
MedGR Dataset/DatasetForAIDev/codfish plaki/image_3.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_0,test
MedGR Dataset/DatasetForAIDev/codfish plaki/image_4.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_0,test
MedGR Dataset/DatasetForAIDev/codfish plaki/image_5.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_0,test
MedGR Dataset/DatasetForAIDev/codfish plaki/image_6.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_0,test
MedGR Dataset/DatasetForAIDev/codfish plaki/image_7.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_0,test
MedGR Dataset/DatasetForAIDev/codfish plaki/image_8.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_0,test
MedGR Dataset/DatasetForAIDev/codfish plaki/image_9.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_0,test
MedGR Dataset/DatasetForAIDev/codfish plaki/image_10.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_1,train
MedGR Dataset/DatasetForAIDev/codfish plaki/image_11.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_1,train
MedGR Dataset/DatasetForAIDev/codfish plaki/image_12.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_1,train
MedGR Dataset/DatasetForAIDev/codfish plaki/image_13.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_1,train
MedGR Dataset/DatasetForAIDev/codfish plaki/image_14.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_1,train
MedGR Dataset/DatasetForAIDev/codfish plaki/image_15.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_1,train
MedGR Dataset/DatasetForAIDev/codfish plaki/image_16.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_1,train
MedGR Dataset/DatasetForAIDev/codfish plaki/image_17.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_1,train
MedGR Dataset/DatasetForAIDev/codfish plaki/image_18.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_1,train
MedGR Dataset/DatasetForAIDev/codfish plaki/image_19.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_1,train
MedGR Dataset/DatasetForAIDev/codfish plaki/image_20.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_2,train
MedGR Dataset/DatasetForAIDev/codfish plaki/image_21.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_2,train
MedGR Dataset/DatasetForAIDev/codfish plaki/image_22.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_2,train
MedGR Dataset/DatasetForAIDev/codfish plaki/image_23.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_2,train
MedGR Dataset/DatasetForAIDev/codfish plaki/image_24.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_2,train
MedGR Dataset/DatasetForAIDev/codfish plaki/image_25.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_2,train
MedGR Dataset/DatasetForAIDev/codfish plaki/image_26.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_2,train
MedGR Dataset/DatasetForAIDev/codfish plaki/image_27.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_2,train
MedGR Dataset/DatasetForAIDev/codfish plaki/image_28.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_2,train
MedGR Dataset/DatasetForAIDev/codfish plaki/image_29.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_2,train
MedGR Dataset/DatasetForAIDev/codfish plaki/image_30.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_3,test
MedGR Dataset/DatasetForAIDev/codfish plaki/image_31.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_3,test
MedGR Dataset/DatasetForAIDev/codfish plaki/image_32.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_3,test
MedGR Dataset/DatasetForAIDev/codfish plaki/image_33.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_3,test
MedGR Dataset/DatasetForAIDev/codfish plaki/image_34.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_3,test
MedGR Dataset/DatasetForAIDev/codfish plaki/image_35.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_3,test
MedGR Dataset/DatasetForAIDev/codfish plaki/image_36.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_3,test
MedGR Dataset/DatasetForAIDev/codfish plaki/image_37.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_3,test
MedGR Dataset/DatasetForAIDev/codfish plaki/image_38.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_3,test
MedGR Dataset/DatasetForAIDev/codfish plaki/image_39.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_3,test
MedGR Dataset/DatasetForAIDev/codfish plaki/image_40.npy,medgr,codfish plaki,codfish plaki,codfish plaki,1,medgr/codfish plaki/bucket_4,train
